id,name,age,gender,neighborhood,income,consuming_sweet_drinks
949,אפרת פרץ,27,Female,צמרת הפארק,15380,Low
950,אלקנה פרץ,35,Male,רמת אביב ג',14779,Low
951,הילה וייס,32,Female,רמת אביב ג',17156,Moderate
952,מתן מזרחי,46,Male,צמרת הפארק,14659,Low
953,נתן גולדברג,37,Male,יפו ד',5994,Low
954,ברק כהן,34,Male,רמת אביב ג',15218,Moderate
955,שחר וייס,23,Female,יפו ד',4004,High
956,אסף בר,35,Male,רמת אביב ג',16692,Low
957,בר פרץ,30,Female,רמת אביב ג',14812,Low
958,דינה דיין,22,Female,יפו ד',4597,High
959,יאיר דוד,30,Male,יפו ד',5138,High
960,צדוק וייס,32,Male,צמרת הפארק,14877,Moderate
961,אביב ביטון,26,Male,צמרת הפארק,13350,Moderate
962,זבולון סגל,40,Male,רמת אביב ג',16175,Moderate
963,יששכר חדד,39,Male,צמרת הפארק,14054,Moderate
964,רנית פרץ,36,Female,רמת אביב ג',13859,Low
965,עמנואל ביטון,23,Male,יפו ד',5701,High
966,עופר אזולאי,32,Male,צמרת הפארק,16232,Low
967,שני גבאי,27,Female,צמרת הפארק,17250,Low
968,נחום אזולאי,29,Male,רמת אביב ג',14677,Low
969,לי אוחיון,34,Female,רמת אביב ג',15648,Low
970,נעמי גבאי,32,Female,צמרת הפארק,14188,Low
971,שחר גולדברג,37,Male,רמת אביב ג',15603,Low
972,אבנר אברהם,34,Male,יפו ד',5213,Low
973,יחיאל גולדברג,30,Male,יפו ד',4595,Low
974,חן דיין,33,Female,רמת אביב ג',16167,Low
975,שחר כהן,26,Male,צמרת הפארק,15981,Low
976,לי סגל,37,Female,צמרת הפארק,16879,Moderate
977,אביב כץ,37,Female,צמרת הפארק,17364,Moderate
978,אור כץ,27,Female,צמרת הפארק,14009,Low
979,בנימין לוי,24,Male,יפו ד',4499,High
980,קיה סגל,24,Female,יפו ד',4700,High
981,נפתלי אזולאי,20,Male,יפו ד',4512,Low
982,נחמיה פרידמן,21,Male,יפו ד',4650,Low
983,ורד לוי,22,Female,יפו ד',4320,Low
984,תפארת לוי,31,Female,רמת אביב ג',13528,Low
985,מתיה מזרחי,45,Female,צמרת הפארק,13966,Moderate
986,נפתלי כץ,31,Male,יפו ד',4014,High
987,חוה פרץ,33,Female,צמרת הפארק,16087,Moderate
988,רועי גבאי,43,Male,רמת אביב ג',14513,Moderate
989,ברק דיין,25,Male,צמרת הפארק,13955,Low
990,הדס אברהם,34,Female,רמת אביב ג',13827,Low
991,חביבה גבאי,21,Female,יפו ד',5140,Low
992,עידן ביטון,45,Male,רמת אביב ג',13466,Low
993,יוסף דיין,28,Male,יפו ד',5187,High
994,תפארת וייס,43,Female,רמת אביב ג',13283,Low
995,ניצן וייס,36,Female,רמת אביב ג',16484,Moderate
996,חגית כץ,36,Female,יפו ד',4011,High
997,ניר לוי,21,Male,יפו ד',4011,Low
998,עמיחי אזולאי,45,Male,רמת אביב ג',15286,Low
999,הילה גולדברג,39,Female,רמת אביב ג',16603,Low
1000,אמירה וייס,28,Female,יפו ד',4184,High
